Exercise,Date,Reps,Weight(lbs),Incline,Resistance,multiplier,Volume
Leg Extension,2020-01-16,10,124.96484654951875,0.0,0.0,1.0,1249.6484654951876
Leg Extension,2020-01-27,8,129.9634404114995,0.0,0.0,1.0,1039.707523291996
Leg Extension,2019-12-23,8,109.96906496357653,0.0,0.0,1.0,879.7525197086122
Leg Extension,2019-12-23,8,109.96906496357653,0.0,0.0,1.0,879.7525197086122
Leg Extension,2020-01-10,8,114.96765882555725,0.0,0.0,1.0,919.741270604458
Leg Extension,2020-01-10,10,114.96765882555725,0.0,0.0,1.0,1149.6765882555726
Leg Extension,2019-12-23,8,109.96906496357653,0.0,0.0,1.0,879.7525197086122
Leg Extension,2019-12-23,7,114.96765882555725,0.0,0.0,1.0,804.7736117789008
Leg Extension,2019-12-23,8,64.98172020574975,0.0,0.0,1.0,519.853761645998
Leg Extension,2020-01-27,10,79.977501791692,0.0,0.0,1.0,799.7750179169201
Leg Extension,2020-01-10,10,114.96765882555725,0.0,0.0,1.0,1149.6765882555726
Leg Extension,2020-01-16,10,124.96484654951875,0.0,0.0,1.0,1249.6484654951876
Leg Extension,2020-01-27,8,129.9634404114995,0.0,0.0,1.0,1039.707523291996
Leg Extension,2020-01-27,6,129.9634404114995,0.0,0.0,1.0,779.780642468997
Leg Extension,2019-12-08,10,104.97047110159573,0.0,0.0,1.0,1049.7047110159574
Leg Extension,2019-09-29,10,94.97328337763426,0.0,0.0,1.0,949.7328337763427
Leg Extension,2019-09-29,10,94.97328337763426,0.0,0.0,1.0,949.7328337763427
Leg Extension,2019-09-29,10,94.97328337763426,0.0,0.0,1.0,949.7328337763427
Leg Extension,2019-09-29,10,94.97328337763426,0.0,0.0,1.0,949.7328337763427
Leg Extension,2020-01-27,10,79.977501791692,0.0,0.0,1.0,799.7750179169201
Leg Extension,2019-12-08,6,104.97047110159573,0.0,0.0,1.0,629.8228266095743
Leg Extension,2019-12-08,10,104.97047110159573,0.0,0.0,1.0,1049.7047110159574
Leg Extension,2019-12-08,10,104.97047110159573,0.0,0.0,1.0,1049.7047110159574
Leg Extension,2019-12-08,12,104.97047110159573,0.0,0.0,1.0,1259.6456532191487
Leg Extension,2019-12-08,6,104.97047110159573,0.0,0.0,1.0,629.8228266095743
Leg Extension,2020-01-27,8,129.9634404114995,0.0,0.0,1.0,1039.707523291996
Leg Extension,2019-12-08,10,104.97047110159573,0.0,0.0,1.0,1049.7047110159574
Leg Extension,2019-12-08,12,104.97047110159573,0.0,0.0,1.0,1259.6456532191487
Leg Extension,2020-01-27,8,129.9634404114995,0.0,0.0,1.0,1039.707523291996
Leg Extension,2019-09-22,10,94.97328337763426,0.0,0.0,1.0,949.7328337763427
Leg Extension,2019-09-22,10,94.97328337763426,0.0,0.0,1.0,949.7328337763427
Leg Extension,2019-09-22,10,94.97328337763426,0.0,0.0,1.0,949.7328337763427
Leg Extension,2020-02-18,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Leg Extension,2020-02-18,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Leg Extension,2020-02-18,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Leg Extension,2019-09-16,10,89.97468951565351,0.0,0.0,1.0,899.7468951565351
Leg Extension,2019-09-16,10,89.97468951565351,0.0,0.0,1.0,899.7468951565351
Leg Extension,2019-09-16,10,89.97468951565351,0.0,0.0,1.0,899.7468951565351
Leg Extension,2020-02-18,10,109.96906496357653,0.0,0.0,1.0,1099.6906496357653
Leg Extension,2020-02-18,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Low Cable Chest Fly,2020-09-10,12,19.994375447923005,0.0,0.0,2.0,479.8650107501521
Low Cable Chest Fly,2019-12-03,12,14.995781585942252,0.0,0.0,2.0,359.89875806261404
Low Cable Chest Fly,2019-12-03,10,19.994375447923005,0.0,0.0,2.0,399.8875089584601
Low Cable Chest Fly,2019-09-08,10,17.495078516932626,0.0,0.0,2.0,349.9015703386525
Low Cable Chest Fly,2019-12-03,6,19.994375447923005,0.0,0.0,2.0,239.93250537507606
Low Cable Chest Fly,2019-12-03,6,19.994375447923005,0.0,0.0,2.0,239.93250537507606
Low Cable Chest Fly,2019-12-03,10,19.994375447923005,0.0,0.0,2.0,399.8875089584601
Low Cable Chest Fly,2019-12-03,12,14.995781585942252,0.0,0.0,2.0,359.89875806261404
Low Cable Chest Fly,2020-09-08,12,22.49367237891338,0.0,0.0,2.0,539.8481370939212
Low Cable Chest Fly,2020-09-08,12,29.991563171884504,0.0,0.0,2.0,719.7975161252281
Low Cable Chest Fly,2020-09-08,8,39.988750895846,0.0,0.0,2.0,639.820014333536
Low Cable Chest Fly,2020-09-08,8,39.988750895846,0.0,0.0,2.0,639.820014333536
Low Cable Chest Fly,2020-09-08,12,32.490860102874876,0.0,0.0,2.0,779.780642468997
Low Cable Chest Fly,2020-09-10,16,19.994375447923005,0.0,0.0,2.0,639.8200143335362
Low Cable Chest Fly,2019-09-08,8,22.49367237891338,0.0,0.0,2.0,359.8987580626141
Low Cable Chest Fly,2019-09-08,10,17.495078516932626,0.0,0.0,2.0,349.9015703386525
Low Cable Chest Fly,2020-02-11,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-28,8,22.49367237891338,0.0,0.0,2.0,359.8987580626141
Low Cable Chest Fly,2020-02-28,8,22.49367237891338,0.0,0.0,2.0,359.8987580626141
Low Cable Chest Fly,2020-02-28,8,22.49367237891338,0.0,0.0,2.0,359.8987580626141
Low Cable Chest Fly,2020-01-18,10,34.99015703386525,0.0,0.0,2.0,699.803140677305
Low Cable Chest Fly,2020-01-18,12,34.99015703386525,0.0,0.0,2.0,839.7637688127661
Low Cable Chest Fly,2020-02-08,10,34.99015703386525,0.0,0.0,2.0,699.803140677305
Low Cable Chest Fly,2020-02-08,8,39.988750895846,0.0,0.0,2.0,639.820014333536
Low Cable Chest Fly,2020-01-18,12,29.991563171884504,0.0,0.0,2.0,719.7975161252281
Low Cable Chest Fly,2020-01-09,6,18.99465667552685,0.0,0.0,2.0,227.9358801063222
Low Cable Chest Fly,2020-01-09,8,18.99465667552685,0.0,0.0,2.0,303.9145068084296
Low Cable Chest Fly,2020-01-09,8,18.99465667552685,0.0,0.0,2.0,303.9145068084296
Low Cable Chest Fly,2020-01-09,6,22.49367237891338,0.0,0.0,2.0,269.9240685469606
Low Cable Chest Fly,2020-01-18,12,24.992969309903753,0.0,0.0,2.0,599.83126343769
Low Cable Chest Fly,2020-01-14,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Low Cable Chest Fly,2020-01-30,8,17.495078516932626,0.0,0.0,2.0,279.921256270922
Low Cable Chest Fly,2020-01-30,8,17.495078516932626,0.0,0.0,2.0,279.921256270922
Low Cable Chest Fly,2020-01-30,8,17.495078516932626,0.0,0.0,2.0,279.921256270922
Low Cable Chest Fly,2020-01-30,5,22.49367237891338,0.0,0.0,2.0,224.9367237891338
Low Cable Chest Fly,2020-01-21,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-01-21,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-08,10,34.99015703386525,0.0,0.0,2.0,699.803140677305
Low Cable Chest Fly,2020-02-28,8,22.49367237891338,0.0,0.0,2.0,359.8987580626141
Low Cable Chest Fly,2020-02-08,8,39.988750895846,0.0,0.0,2.0,639.820014333536
Low Cable Chest Fly,2020-01-21,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-28,8,22.49367237891338,0.0,0.0,2.0,359.8987580626141
Low Cable Chest Fly,2020-01-21,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-01-21,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-01-21,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-01-14,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Low Cable Chest Fly,2020-01-14,6,22.49367237891338,0.0,0.0,2.0,269.9240685469606
Low Cable Chest Fly,2020-02-11,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-24,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-24,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-11,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-24,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-28,8,22.49367237891338,0.0,0.0,2.0,359.8987580626141
Low Cable Chest Fly,2020-02-24,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-01-30,8,17.495078516932626,0.0,0.0,2.0,279.921256270922
Low Cable Chest Fly,2020-01-30,8,17.495078516932626,0.0,0.0,2.0,279.921256270922
Low Cable Chest Fly,2020-02-11,8,39.988750895846,0.0,0.0,2.0,639.820014333536
Low Cable Chest Fly,2020-02-24,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-01-23,10,24.992969309903753,0.0,0.0,2.0,499.8593861980751
Low Cable Chest Fly,2020-01-30,8,17.495078516932626,0.0,0.0,2.0,279.921256270922
Low Cable Chest Fly,2020-01-30,5,22.49367237891338,0.0,0.0,2.0,224.9367237891338
Low Cable Chest Fly,2020-01-23,12,29.991563171884504,0.0,0.0,2.0,719.7975161252281
Low Cable Chest Fly,2020-01-23,10,34.99015703386525,0.0,0.0,2.0,699.803140677305
Low Cable Chest Fly,2020-03-02,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-03-02,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-03-02,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-01-23,10,34.99015703386525,0.0,0.0,2.0,699.803140677305
Low Cable Chest Fly,2020-02-11,8,39.988750895846,0.0,0.0,2.0,639.820014333536
Low Cable Chest Fly,2020-02-24,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Low Cable Chest Fly,2020-02-11,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Pull Up,2019-12-26,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2019-12-26,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-22,6,0.0,0.0,0.0,1.0,0.0
Pull Up,2019-12-26,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-22,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2019-12-26,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-22,6,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-22,6,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2019-12-26,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-17,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-03-01,6,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-17,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-17,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-17,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-17,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-03-01,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-17,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-03-01,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-03-01,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-03-01,6,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-03-01,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-03-01,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-02-18,6,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-02-18,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-02-18,6,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-13,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-20,5,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-20,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-03-01,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-20,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-17,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-17,4,0.0,0.0,0.0,1.0,0.0
Pull Up,2020-01-20,2,0.0,0.0,0.0,1.0,0.0
Rowing,2020-01-27,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-27,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-29,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-06,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-27,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-17,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-27,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-11,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-13,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-07,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-16,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-22,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-20,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-09-15,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-02,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-09-09,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-24,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-26,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-18,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-29,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-11,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-17,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-03-09,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-07,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-06,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-08,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-23,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-11,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-17,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-10-26,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-03-11,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-03-11,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-10-08,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-11,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-11,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-13,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-11,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-02-04,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-02,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-19,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-10-07,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-31,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-16,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-13,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-07,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-27,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-08,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-01-29,0,0.0,0.0,0.0,0.0,0.0
Rowing,2020-10-12,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-09-02,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-08,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-06,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-05,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-05,0,0.0,0.0,0.0,0.0,0.0
Rowing,2019-12-06,0,0.0,0.0,0.0,0.0,0.0
Single Arm Cable Bicep Curl,2020-09-15,12,12.496484654951876,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-09-05,8,14.995781585942252,0.0,0.0,2.0,239.93250537507603
Single Arm Cable Bicep Curl,2020-09-09,6,24.992969309903753,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-09-09,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2020-10-12,10,17.495078516932626,0.0,0.0,2.0,349.9015703386525
Single Arm Cable Bicep Curl,2020-09-15,8,17.495078516932626,0.0,0.0,2.0,279.921256270922
Single Arm Cable Bicep Curl,2020-09-09,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2020-10-12,7,17.495078516932626,0.0,0.0,2.0,244.93109923705677
Single Arm Cable Bicep Curl,2020-09-15,12,12.496484654951876,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-09-09,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-10-12,8,12.496484654951876,0.0,0.0,2.0,199.94375447923002
Single Arm Cable Bicep Curl,2020-10-12,10,12.496484654951876,0.0,0.0,2.0,249.92969309903754
Single Arm Cable Bicep Curl,2020-10-12,8,12.496484654951876,0.0,0.0,2.0,199.94375447923002
Single Arm Cable Bicep Curl,2020-10-08,12,12.496484654951876,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-10-08,12,12.496484654951876,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-09-11,12,12.496484654951876,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-09-11,12,12.496484654951876,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-10-08,17,12.496484654951876,0.0,0.0,2.0,424.8804782683638
Single Arm Cable Bicep Curl,2020-09-11,10,12.496484654951876,0.0,0.0,2.0,249.92969309903754
Single Arm Cable Bicep Curl,2020-09-11,6,12.496484654951876,0.0,0.0,2.0,149.9578158594225
Single Arm Cable Bicep Curl,2020-04-15,10,24.992969309903753,0.0,0.0,2.0,499.8593861980751
Single Arm Cable Bicep Curl,2020-09-11,6,12.496484654951876,0.0,0.0,2.0,149.9578158594225
Single Arm Cable Bicep Curl,2020-09-11,6,12.496484654951876,0.0,0.0,2.0,149.9578158594225
Single Arm Cable Bicep Curl,2020-04-15,10,24.992969309903753,0.0,0.0,2.0,499.8593861980751
Single Arm Cable Bicep Curl,2020-04-15,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-10-12,6,17.495078516932626,0.0,0.0,2.0,209.94094220319153
Single Arm Cable Bicep Curl,2020-09-03,8,14.995781585942252,0.0,0.0,2.0,239.93250537507603
Single Arm Cable Bicep Curl,2020-09-05,12,14.995781585942252,0.0,0.0,2.0,359.89875806261404
Single Arm Cable Bicep Curl,2020-01-22,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2020-03-11,6,24.992969309903753,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-03-11,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-03-11,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2020-10-06,6,9.997187723961503,0.0,0.0,2.0,119.96625268753803
Single Arm Cable Bicep Curl,2020-09-05,8,9.997187723961503,0.0,0.0,2.0,159.95500358338404
Single Arm Cable Bicep Curl,2020-09-05,8,9.997187723961503,0.0,0.0,2.0,159.95500358338404
Single Arm Cable Bicep Curl,2020-01-22,8,14.995781585942252,0.0,0.0,2.0,239.93250537507603
Single Arm Cable Bicep Curl,2019-10-22,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2019-10-22,8,14.995781585942252,0.0,0.0,2.0,239.93250537507603
Single Arm Cable Bicep Curl,2019-09-21,12,14.995781585942252,0.0,0.0,2.0,359.89875806261404
Single Arm Cable Bicep Curl,2020-01-08,10,19.994375447923005,0.0,0.0,2.0,399.8875089584601
Single Arm Cable Bicep Curl,2020-01-08,10,19.994375447923005,0.0,0.0,2.0,399.8875089584601
Single Arm Cable Bicep Curl,2019-09-21,12,14.995781585942252,0.0,0.0,2.0,359.89875806261404
Single Arm Cable Bicep Curl,2019-09-21,12,14.995781585942252,0.0,0.0,2.0,359.89875806261404
Single Arm Cable Bicep Curl,2020-03-09,8,29.991563171884504,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Bicep Curl,2020-03-09,6,24.992969309903753,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-03-09,6,24.992969309903753,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-03-09,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2020-03-09,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-03-09,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-03-09,8,29.991563171884504,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Bicep Curl,2020-03-11,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-03-11,6,29.991563171884504,0.0,0.0,2.0,359.89875806261404
Single Arm Cable Bicep Curl,2020-09-03,6,14.995781585942252,0.0,0.0,2.0,179.94937903130702
Single Arm Cable Bicep Curl,2020-03-11,8,29.991563171884504,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Bicep Curl,2020-03-06,10,24.992969309903753,0.0,0.0,2.0,499.8593861980751
Single Arm Cable Bicep Curl,2020-03-06,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-09-03,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2020-03-06,8,29.991563171884504,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Bicep Curl,2020-09-03,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2020-03-06,5,29.991563171884504,0.0,0.0,2.0,299.915631718845
Single Arm Cable Bicep Curl,2020-10-06,10,9.997187723961503,0.0,0.0,2.0,199.94375447923005
Single Arm Cable Bicep Curl,2020-09-03,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Bicep Curl,2020-10-06,10,9.997187723961503,0.0,0.0,2.0,199.94375447923005
Single Arm Cable Bicep Curl,2020-01-22,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-01-22,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Bicep Curl,2020-10-06,6,14.995781585942252,0.0,0.0,2.0,179.94937903130702
Single Arm Cable Crossover,2020-09-22,8,21.49395360651723,0.0,0.0,2.0,343.9032577042757
Single Arm Cable Crossover,2020-10-11,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Crossover,2020-02-11,8,29.991563171884504,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Crossover,2020-02-19,8,29.991563171884504,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Crossover,2020-02-11,8,29.991563171884504,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Crossover,2020-02-28,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Crossover,2020-10-11,8,21.24402391341819,0.0,0.0,2.0,339.90438261469103
Single Arm Cable Crossover,2020-09-22,10,21.49395360651723,0.0,0.0,2.0,429.87907213034464
Single Arm Cable Crossover,2020-02-24,10,29.991563171884504,0.0,0.0,2.0,599.83126343769
Single Arm Cable Crossover,2020-02-24,12,34.99015703386525,0.0,0.0,2.0,839.7637688127661
Single Arm Cable Crossover,2020-02-28,10,19.994375447923005,0.0,0.0,2.0,399.8875089584601
Single Arm Cable Crossover,2020-02-11,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Single Arm Cable Crossover,2020-02-11,12,29.991563171884504,0.0,0.0,2.0,719.7975161252281
Single Arm Cable Crossover,2020-02-28,10,19.994375447923005,0.0,0.0,2.0,399.8875089584601
Single Arm Cable Crossover,2020-02-11,8,34.99015703386525,0.0,0.0,2.0,559.842512541844
Single Arm Cable Crossover,2020-02-24,12,39.988750895846,0.0,0.0,2.0,959.730021500304
Single Arm Cable Crossover,2020-08-10,16,39.988750895846,0.0,0.0,2.0,1279.640028667072
Single Arm Cable Crossover,2020-10-11,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Crossover,2020-09-15,12,14.995781585942252,0.0,0.0,2.0,359.89875806261404
Single Arm Cable Crossover,2020-02-28,10,19.994375447923005,0.0,0.0,2.0,399.8875089584601
Single Arm Cable Crossover,2020-02-28,10,19.994375447923005,0.0,0.0,2.0,399.8875089584601
Single Arm Cable Crossover,2020-02-28,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Crossover,2020-10-07,16,14.995781585942252,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Crossover,2020-10-07,16,14.995781585942252,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Crossover,2020-10-07,16,14.995781585942252,0.0,0.0,2.0,479.86501075015207
Single Arm Cable Crossover,2020-02-24,10,29.991563171884504,0.0,0.0,2.0,599.83126343769
Single Arm Cable Crossover,2020-02-19,10,34.99015703386525,0.0,0.0,2.0,699.803140677305
Single Arm Cable Crossover,2020-02-08,10,34.99015703386525,0.0,0.0,2.0,699.803140677305
Single Arm Cable Crossover,2020-10-01,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Crossover,2020-09-15,12,14.995781585942252,0.0,0.0,2.0,359.89875806261404
Single Arm Cable Crossover,2020-02-08,10,29.991563171884504,0.0,0.0,2.0,599.83126343769
Single Arm Cable Crossover,2020-10-01,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Crossover,2020-02-08,10,24.992969309903753,0.0,0.0,2.0,499.8593861980751
Single Arm Cable Crossover,2020-09-18,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Crossover,2020-09-18,8,24.992969309903753,0.0,0.0,2.0,399.88750895846005
Single Arm Cable Crossover,2020-09-18,8,19.994375447923005,0.0,0.0,2.0,319.9100071667681
Single Arm Cable Crossover,2020-02-14,5,29.991563171884504,0.0,0.0,2.0,299.915631718845
Single Arm Cable Crossover,2020-02-14,5,29.991563171884504,0.0,0.0,2.0,299.915631718845
Single Arm Cable Crossover,2020-02-14,5,29.991563171884504,0.0,0.0,2.0,299.915631718845
